Headline,Body ID,Stance,actual,predicted,prob_0,prob_1,prob_2,prob_3
"Yang Hu, worker in Zhejiang, cuts off own penis over desperation of finding love",1567,unrelated,unrelated,unrelated,1.0658682e-05,1.8844103e-05,3.0595897e-05,0.9999399
Mirfield man's tears of joy after lost voicemail of wife retrieved,2227,unrelated,unrelated,unrelated,5.782191e-06,1.6873029e-06,4.8342886e-06,0.9999877
Kim Jong-un 'so fat he has fractured his ankles',1097,unrelated,unrelated,unrelated,9.486939e-06,4.5512716e-06,5.8155856e-05,0.99992776
7 teen girls get pregnant on school trip Read more at http://www.wnd.com/2014/12/7-teen-girls-get-pregnant-on-school-trip/#F5filOd6yFpASPV9.99,2022,unrelated,unrelated,unrelated,2.8478678e-07,2.733825e-09,1.4256874e-07,0.9999995
Man who slaps people around the head for sneezing hunted by police,1372,unrelated,unrelated,unrelated,3.9158217e-06,2.3449925e-06,1.6798407e-05,0.999977
Lynch mob use butcher's meat cleaver to castrate rapist they caught attacking teenage girl in alleyway in Indian city,1981,agree,agree,agree,0.5417845,0.0042897896,0.453891,3.467658e-05
God is a woman- Priest who died for 48 minutes claims,34,unrelated,unrelated,unrelated,1.225003e-05,1.3592944e-06,1.8689347e-05,0.9999677
Lucita Sandoval sex tape hoax: Viral Argentine video features college student ― not 16-year-old boy,1153,unrelated,unrelated,unrelated,9.552278e-07,7.535087e-07,1.3461291e-06,0.9999969
Tropical spider burrows under man's skin through scar,1709,unrelated,unrelated,unrelated,4.6201563e-05,5.9451436e-06,0.00012875546,0.9998191
North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,139,unrelated,unrelated,unrelated,6.769493e-06,4.2991373e-06,3.521685e-05,0.99995375
Nicaragua says meteorite probable cause of blast in capital,816,unrelated,unrelated,unrelated,7.1284367e-06,8.0248543e-07,3.4186847e-05,0.9999579
James Foley executioner said identified as British rapper  Read more: James Foley executioner said identified as British rapper,913,unrelated,unrelated,unrelated,3.7555037e-05,1.4533705e-05,0.00014545459,0.99980253
WHO says reports of suspected Ebola cases in Iraq are untrue,1372,unrelated,unrelated,unrelated,5.0299273e-06,4.1889803e-06,1.0210788e-05,0.99998057
Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts,524,unrelated,unrelated,unrelated,4.845745e-07,2.632956e-07,5.5956076e-07,0.9999987
"Sorry, KFC isn't going to be selling weed in Colorado restaurants",1843,unrelated,unrelated,unrelated,0.013691499,0.0021967832,0.17368191,0.8104298
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,2075,discuss,discuss,discuss,0.038537893,5.1942032e-05,0.961354,5.607918e-05
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,1234,unrelated,unrelated,unrelated,9.2792436e-07,6.3893833e-07,1.8655969e-06,0.99999654
Congressman: ‘At least 10 ISIS fighters’ caught trying to cross into US,871,discuss,discuss,discuss,0.03545601,0.023904119,0.9404289,0.00021092819
Obama: murder of James Foley 'shocks the conscience of the entire world',1358,unrelated,unrelated,unrelated,8.636334e-06,2.8970614e-06,9.163482e-06,0.99997926
Nicaraguan commission on possible meteorite crash presents rock samples,524,unrelated,unrelated,unrelated,3.6758115e-06,3.1330046e-06,3.5223234e-06,0.9999896
Rapper identified as James Foley's executioner: reports,951,discuss,discuss,discuss,0.17862377,0.03556115,0.7847478,0.0010672869
BREAKING: British-born hostage 'KILLED in failed rescue attempt',892,discuss,discuss,agree,0.68151486,0.006535713,0.31192967,1.9772928e-05
"Report: Apple Watch to start at $500 in stainless steel, thousands for gold model",1598,unrelated,unrelated,unrelated,9.257859e-07,4.0713473e-07,1.3511404e-06,0.99999726
Isis claims it has US airdrop of weapons,816,unrelated,unrelated,unrelated,1.5047007e-05,7.335336e-07,4.66217e-05,0.99993753
Media reports identify Londoner as Islamic State's ‘Jihadi John’,1424,discuss,discuss,discuss,0.10529946,0.00028668722,0.8941035,0.00031030798
"Rumor: Apple shooting for 19 hours of Apple Watch battery life under normal conditions, 2.5 hours 'heavy' use",1153,discuss,discuss,discuss,0.036535244,0.00054656755,0.96230125,0.0006169134
"Vogue's Anna Wintour Pissed Off With New 1 World Trade Center Offices, Infested With Rats",1372,unrelated,unrelated,unrelated,9.832648e-07,1.3536368e-06,2.7715898e-06,0.9999949
Terrorism fears rise amid reports of stolen jetliners,1958,discuss,discuss,unrelated,0.0010864869,1.3385832e-05,0.0030706136,0.9958295
Michelle Obama's Hair Appeared Totally Uncensored on Saudi TV,1342,unrelated,unrelated,unrelated,2.086672e-05,1.5810105e-06,4.785979e-05,0.99992967
CNN Posts Alleged Audio of Michael Brown Shooting,1446,discuss,discuss,discuss,0.025671175,0.0007592768,0.9734856,8.401987e-05
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,1299,unrelated,unrelated,unrelated,9.121948e-06,3.443114e-06,8.699585e-06,0.9999788
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1819,agree,agree,agree,0.8757076,0.017842537,0.1060984,0.00035142817
"#Hairgate: Reports of iPhone 6 pulling out hair, beards, likely exaggerated",2303,unrelated,unrelated,unrelated,4.9813192e-05,4.0871168e-05,0.00017276466,0.9997365
Cheese addiction breaks Kim Jong-un's ankles,2022,discuss,discuss,discuss,0.1406705,0.031777997,0.82178885,0.005762629
Missing Libyan aircraft spark fears of 9/11-style attack in North Africa,1372,disagree,disagree,discuss,0.17296372,0.0373098,0.78961235,0.00011415333
"Catholic priest dies for 48 mins, wakes up claiming God is a woman",2240,agree,agree,discuss,0.14427717,0.021926794,0.82994604,0.0038500563
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,846,discuss,discuss,discuss,0.08935554,0.0068560485,0.90290403,0.0008844039
US probing claims ISIS fighters seized airdropped weapons meant for Kurds,1572,unrelated,unrelated,unrelated,2.6588339e-06,1.0411251e-06,3.2202713e-06,0.9999931
Report—Jose Canseco accidentally shot at his home tonight,744,unrelated,unrelated,unrelated,2.9082307e-06,1.8300223e-06,9.464203e-06,0.9999858
CNN audio: Is this the moment Michael Brown was shot?,2434,discuss,discuss,discuss,0.051376864,0.040329568,0.90759623,0.00069732434
Nigeria says it has deal with Boko Haram to release kidnapped girls,1761,discuss,discuss,discuss,0.17078936,0.00933489,0.8196275,0.0002482275
Islamist terrorists Jabhat Ansar al-Deen tweet picture of Texas plumber’s truck fitted with anti-aircraft gun in Syria,917,unrelated,unrelated,unrelated,3.7199745e-05,3.7767704e-06,2.3309109e-05,0.99993575
Another American hostage at risk by Islamic state,2070,unrelated,unrelated,unrelated,1.976101e-06,4.561533e-07,3.0632175e-06,0.9999945
"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",1408,unrelated,unrelated,unrelated,4.393499e-07,2.1887715e-06,1.9262093e-06,0.99999547
Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),1010,unrelated,unrelated,unrelated,4.81886e-07,3.032436e-07,1.4787959e-06,0.99999774
"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",2302,unrelated,unrelated,unrelated,5.36408e-05,0.00019333916,0.00024317116,0.9995098
"McDonald’s to Stop Serving Overweight Customers in January? Nope, ‘1/15/2015′ Story is Fake",2330,unrelated,unrelated,unrelated,0.00027315124,0.00049232534,0.0012491441,0.99798536
Israeli-Canadian Woman 'Captured' By ISIS Says She Is 'Safe And Secure',1168,discuss,discuss,discuss,0.10463782,0.0614254,0.8338869,4.9920323e-05
Islamic State using 'SCORPION bombs' to terrorise victims,1251,agree,agree,discuss,0.37996987,0.05749833,0.54863864,0.013893168
Lynch Mob Castrates Alleged Rapist In Rajasthan,86,agree,agree,agree,0.59743786,0.03525359,0.36701623,0.00029230045
Nigeria says ceasefire agreed with Boko Haram,1821,discuss,discuss,agree,0.57135576,0.19489901,0.2337167,2.856483e-05
Cameron vows to hunt down IS 'monsters' after Haines murder,1183,discuss,discuss,discuss,0.19488761,0.0017298445,0.73490316,0.06847934
Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS,1076,discuss,discuss,discuss,0.31799242,0.0040364685,0.6712154,0.0067556915
The Image That Everyone Is Sharing By 'Banksy' Isn't By Banksy — But It's Awesome,2070,agree,agree,discuss,0.1647626,0.09598521,0.7332262,0.0060260757
Has Ebola infected Isis militants in Mosul?,1222,unrelated,unrelated,unrelated,6.298143e-06,1.6136657e-07,7.66281e-06,0.99998593
GCPD Solved Stolen Batmobile Case?,917,discuss,discuss,discuss,0.059677575,0.0044512693,0.9355191,0.00035200448
Ebola Frisco 2014: Patient Shows Virus Symptoms After Apparent Thomas Eric Duncan Contact,2088,unrelated,unrelated,unrelated,1.4134205e-06,9.728695e-07,5.528996e-06,0.99999213
Shots Heard In Alleged Brown Shooting Recording [AUDIO],1446,discuss,discuss,discuss,0.08207423,0.007701689,0.9102158,8.322977e-06
Was Heart-Tugging Viral Video Of Generous Homeless Man All A Hoax?,320,unrelated,unrelated,unrelated,0.0003063493,3.5352663e-05,0.0005205242,0.99913776
Iraqi media: ISIS militants have contracted Ebola,720,unrelated,unrelated,unrelated,0.00010508587,5.736659e-06,0.00013846633,0.9997507
James Foley executioner said identified as British rapper  Read more: James Foley executioner said identified as British rapper,1303,unrelated,unrelated,unrelated,9.4229655e-08,2.2108141e-08,4.2351152e-07,0.9999994
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,1679,discuss,discuss,discuss,0.07471819,0.00528298,0.9190829,0.0009159306
"Vice Media Chief Said to Pay $300,000 for Dinner for 30",205,unrelated,unrelated,unrelated,0.00044833362,1.3942467e-05,0.0006515065,0.99888617
Ebola Scare in Kansas City,1843,unrelated,unrelated,unrelated,0.00020449846,1.1781402e-05,0.0015358235,0.99824786
Paul Revere's 1795 time capsule unearthed,2003,unrelated,unrelated,unrelated,0.00062487874,0.00022546064,0.0013229832,0.99782664
Video Purports To Show Beheading Of U.S. Journalist By Militants,524,unrelated,unrelated,unrelated,1.6190226e-05,6.410725e-06,3.999011e-05,0.9999374
US drones hunt Isis leader in Syria,2412,discuss,discuss,discuss,0.37922558,0.014576216,0.60560346,0.0005946962
Macaulay Culkin Dead: Actor Once Again Victim Of Death Hoax,759,agree,agree,agree,0.6184462,0.042902965,0.33856565,8.518228e-05
Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,1358,unrelated,unrelated,unrelated,9.925353e-08,2.6931733e-07,4.7766576e-07,0.99999917
7 Bosnian teens get pregnant on school trip,1787,unrelated,unrelated,unrelated,9.2703136e-05,9.576574e-06,0.0001363489,0.9997614
"Macaulay Culkin NOT Dead: Facebook, Twitter Death Hoax Goes Viral",618,unrelated,unrelated,unrelated,4.7017866e-06,3.600065e-06,2.5050379e-06,0.99998915
Mexican students not among bodies found in mass graves,2385,unrelated,unrelated,unrelated,1.2062819e-05,2.6651818e-05,3.7901118e-05,0.99992335
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",1125,unrelated,unrelated,unrelated,6.421601e-05,9.3193914e-05,0.00021218635,0.99963033
Christian Bale in Talks to Play Steve Jobs (Exclusive),1406,unrelated,unrelated,unrelated,2.705531e-06,1.2611933e-06,1.7548451e-06,0.9999943
"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",1372,unrelated,unrelated,unrelated,4.502695e-06,3.5027485e-06,1.1509544e-05,0.99998045
WFB’s Bill Gertz: Obama Administration ‘Trying to Play Down’ Missing Libyan Airliners,1958,agree,agree,discuss,0.044276573,0.010580457,0.6200191,0.32512388
White House Fence Jumper Actually Made It Pretty Far Inside,1363,unrelated,unrelated,unrelated,0.000207387,0.00018561582,0.00024410145,0.9993629
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,986,disagree,disagree,discuss,0.20350944,0.021586629,0.7745454,0.00035859895
"Meteorite makes big crater in Nicaragua, government says",1948,unrelated,unrelated,unrelated,1.29262e-06,3.4831731e-07,9.3826775e-06,0.99998903
Is Kim Jong Un's sister Kim Yo Jong in charge?,2330,unrelated,unrelated,unrelated,3.5005775e-07,3.050976e-07,5.224729e-06,0.99999416
N. Korea’s Kim has leg injury but in control,2325,discuss,discuss,discuss,0.0073352065,0.0009670518,0.99167573,2.2026992e-05
Isis Syria News: Video Shows US Airdropped Weapons and Grenades 'Captured by Islamic State',1572,unrelated,unrelated,unrelated,1.0292122e-06,5.158888e-07,3.719919e-06,0.99999475
Seth Rogen Eyed to Play Apple's Steve Wozniak in Christian Bale's Steve Jobs Movie (Exclusive),712,discuss,discuss,agree,0.5101201,0.019261302,0.47028533,0.00033327017
Man Severed Penis That Failed To Impress Girls,2302,unrelated,unrelated,unrelated,6.251508e-06,1.0784485e-06,4.9741084e-06,0.9999877
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,170,unrelated,unrelated,unrelated,3.5244884e-07,6.09979e-07,1.1020041e-06,0.999998
Turkish Leader Says U.S. Airdrop Aided ISIS Militants,816,unrelated,unrelated,unrelated,4.6881582e-06,3.9745237e-07,1.3169674e-05,0.99998176
"North Korean leader Kim Jong-un not missing, just having ankle surgery",2042,unrelated,unrelated,unrelated,1.9195584e-06,1.08420764e-07,1.2544548e-06,0.99999666
Caught a catfish record in Po: 127 kg and 2.67 meters,1183,unrelated,unrelated,unrelated,0.00047235275,3.4830715e-05,0.00076608144,0.99872667
"No, Islamic State Militants Have Not Been Caught by U.S. Border Patrol",1572,unrelated,unrelated,unrelated,4.8712977e-06,5.335336e-07,7.138376e-06,0.9999875
Terror Leader Ahmed Abdi Godane Killed in U.S. Strike,1931,unrelated,unrelated,unrelated,0.00016379711,6.279886e-05,0.00014932953,0.999624
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",459,unrelated,unrelated,unrelated,1.6880107e-06,5.3446246e-07,1.6579969e-06,0.99999607
Isis claims to behead US journalist,704,unrelated,unrelated,unrelated,1.2640208e-05,1.011008e-06,1.8084296e-05,0.9999683
Apple may launch 12-inch MacBook Air with Retina Display,1863,unrelated,unrelated,unrelated,8.795617e-06,1.34630245e-05,2.3295797e-06,0.99997544
US confirms death of Somalia terror group leader,1869,unrelated,unrelated,unrelated,0.03379478,0.0070828972,0.18605237,0.77307
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,2314,unrelated,unrelated,unrelated,1.3922137e-06,9.527724e-07,3.5111043e-06,0.99999416
ISIS Militants Allegedly Contracted Ebola,1807,discuss,discuss,agree,0.6244059,0.067467295,0.30771485,0.00041195718
Axl Rose Dies? Guns N’ Roses Singer Dead ‘West Hollywood Home at Age 52′ is Fake,1859,agree,agree,discuss,0.17805985,0.0035266685,0.81839544,1.8046127e-05
Meteorite 'caused mysterious boom in Nicaragua',2314,unrelated,unrelated,unrelated,2.9242181e-05,4.119718e-06,6.469065e-05,0.9999019
Kim Jong-un: Absent North Korean leader is 'recovering from ankle surgery',1097,unrelated,unrelated,unrelated,2.876466e-06,9.1975085e-07,6.442625e-06,0.99998975
WSJ: Apple cut watch health features due to erratic sensors,382,unrelated,unrelated,unrelated,6.174461e-06,4.3169102e-06,9.026977e-06,0.99998045
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,1807,discuss,discuss,agree,0.64522713,0.10729608,0.24720863,0.0002681911
Mexican investigators fear mass grave might hold 43 missing students,712,unrelated,unrelated,unrelated,2.4558763e-06,9.315146e-07,6.5113572e-06,0.9999901
ISIS Militants Allegedly Contracted Ebola,1574,unrelated,unrelated,unrelated,1.9649957e-05,7.846767e-06,8.377028e-06,0.9999641
"Fidel Castro Is Dead, According to Viral Twitter Rumors",320,unrelated,unrelated,unrelated,0.025677644,0.0018603781,0.091688424,0.88077354
Missing jetliners raise fear of new 9/11-style attacks after Libyan airport falls to Islamic militants,920,discuss,discuss,agree,0.51861894,0.008087328,0.4657621,0.0075316434
Michael Phelps' self-proclaimed girlfriend says she was born a BOY and reveals 'amazing' sex with Olympian,494,agree,agree,discuss,0.37083617,0.011219395,0.61785024,9.425574e-05
ISLAMIC STATE ‘FED MURDERED MAN TO HIS OWN MOTHER’,2219,discuss,discuss,discuss,0.05100678,0.00076651335,0.9480892,0.00013754916
The Apple Watch's battery life will reportedly be just like any other smartwatch,1153,discuss,discuss,discuss,0.33433446,0.0146683855,0.6506873,0.0003098731
"Big Bank Hank, co-founder of the Sugarhill Gang, has died",530,unrelated,unrelated,unrelated,0.00042898985,0.00059067,0.0026669274,0.9963134
’6 Days Darkness in December 2014′ 100% Fake; NASA Confirmed 3 Days Total Darkness Hoax as Well,696,unrelated,unrelated,unrelated,0.00052134745,0.00014502065,0.0037308107,0.99560285
"At Elon, ‘first-year’ has not replaced ‘freshman,’ university says",530,unrelated,unrelated,unrelated,0.002605565,0.0015264143,0.0099933725,0.9858746
Vigilantes cut off alleged rapist's penis,214,discuss,discuss,discuss,0.29509124,0.019895878,0.68378687,0.0012259459
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,75,unrelated,unrelated,unrelated,6.298028e-07,1.0244131e-06,5.5159313e-07,0.99999774
Journalist James Wright Foley reportedly beheaded by ISIS,2070,unrelated,unrelated,unrelated,8.477831e-07,1.3980346e-07,1.5370618e-06,0.9999975
Michael Zehaf-Bibeau ID’d as Canadian Shooting Suspect in Ottawa,431,unrelated,unrelated,unrelated,3.5785406e-06,1.1571567e-06,2.4754706e-06,0.99999285
"""This is the recording you thought you'd lost forever""",1864,unrelated,unrelated,unrelated,0.0013764505,0.00010987567,0.00043990943,0.9980737
The famous “Dog whisperer” Cesar Millan died of a heart attack this morning.,2080,unrelated,unrelated,unrelated,0.00052829867,0.000113976996,0.002281566,0.99707615
Meteor Leaves 40-Foot Crater Near Managua's Airport,816,unrelated,unrelated,unrelated,1.0626917e-05,4.6794122e-07,1.4323215e-05,0.9999746
Ottawa Gunman Identified As Michael Zehaf-Bibeau,1554,agree,agree,discuss,0.3178664,0.0018394418,0.67217994,0.0081141675
ISIS Seemingly Beheaded American Journalist James Wright Foley,704,unrelated,unrelated,unrelated,1.6707561e-05,1.7493326e-06,4.2724554e-05,0.99993885
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",1358,unrelated,unrelated,unrelated,1.33492285e-05,1.2472123e-05,3.097431e-05,0.99994326
Pentagon: Airstrike killed terror leader in Somalia,2506,unrelated,unrelated,unrelated,0.0012061411,0.00015203447,0.0031638395,0.995478
"#Hairgate: Reports of iPhone 6 pulling out hair, beards, likely exaggerated",867,unrelated,unrelated,unrelated,6.792829e-06,4.5133092e-07,1.1899318e-05,0.9999808
The famous “Dog whisperer” Cesar Millan died of a heart attack this morning.,2314,unrelated,unrelated,unrelated,1.0091633e-06,6.584196e-07,2.2214292e-06,0.99999607
Michelle Obama’s face blurred by Saudi state television,1342,unrelated,unrelated,unrelated,2.2542545e-05,2.4114088e-06,9.190067e-05,0.9998832
Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,1720,unrelated,unrelated,unrelated,1.372462e-07,1.2097944e-07,1.6608011e-07,0.9999995
White House Fence Jumper Pushed Past Female Guard,1769,unrelated,unrelated,unrelated,2.3472621e-06,2.1482206e-06,2.88746e-06,0.9999926
Apple Watch Gold Edition rumored to be priced at $1200: Will you buy?,382,unrelated,unrelated,unrelated,8.087384e-06,5.200958e-06,1.2223785e-05,0.9999745
'Jihadi John' named as Mohammed Emwazi from London,2240,unrelated,unrelated,unrelated,3.751127e-05,9.7311995e-06,0.00016337688,0.9997894
Wife and child of Islamic State leader Baghdadi held in Lebanon,2042,unrelated,unrelated,unrelated,3.642682e-06,1.240024e-07,1.3235591e-06,0.9999949
Government fires employee who skipped work for 24 years,320,unrelated,unrelated,unrelated,0.001395093,0.00011231766,0.0015514182,0.99694115
"Video Appears to Show Beheading of Journalist James Foley, Who Went Missing in Syria",524,unrelated,unrelated,unrelated,1.4068182e-06,8.6863946e-07,2.2546226e-06,0.99999547
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,2314,unrelated,unrelated,unrelated,3.4330797e-06,2.6615248e-06,7.856082e-06,0.99998605
"Boko Haram Denies Ceasefire, Says Kidnapped Girls Are Now Married",1125,unrelated,unrelated,unrelated,8.398131e-06,5.235631e-06,2.588287e-05,0.9999604
WHO says reports of suspected Ebola cases in Iraq are untrue,720,unrelated,unrelated,unrelated,1.6226628e-05,3.30687e-06,1.1616307e-05,0.9999689
Tropical spider burrows under man's skin through scar,2042,disagree,disagree,discuss,0.31899777,0.041716717,0.63926995,1.5501862e-05
Nun who GAVE BIRTH to baby boy after suffering agonising stomach pains 'had no idea' she was pregnant,2009,unrelated,unrelated,unrelated,1.0958271e-06,2.7284095e-06,2.157518e-06,0.99999404
Isis militants claim to have killed US journalist James Foley,2067,discuss,discuss,discuss,0.08969971,0.005256105,0.90489787,0.00014633719
ISIS fighters seize weapons airdrop meant for Kurds,1572,unrelated,unrelated,unrelated,8.010831e-06,2.3732016e-06,6.448515e-06,0.9999832
‘Photo of slain IS leader’ reported to be doctored,1916,unrelated,unrelated,unrelated,8.4930536e-05,2.372836e-05,8.2640705e-05,0.9998087
"Yes, you can wear your Apple Watch in the shower",1042,unrelated,unrelated,unrelated,5.9595746e-05,1.1769147e-05,0.00010805123,0.99982065
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,1574,unrelated,unrelated,unrelated,2.920141e-07,2.7037916e-07,1.637351e-07,0.9999993
Islamic State fighters detonate 'SCORPION bombs' in terror siege,1251,agree,agree,agree,0.6625518,0.05799724,0.2779247,0.0015262687
Confusion Surrounds Capture Of “ISIS Leader’s Wife”,2268,discuss,discuss,discuss,0.008209217,0.0043428685,0.6713114,0.3161365
Opposition group: ISIS militants training to fly warplanes in Syria,1171,unrelated,unrelated,unrelated,2.1436324e-05,2.8823015e-05,4.7264442e-05,0.9999025
Apple Watch may be powered by Samsung processor,1771,discuss,discuss,agree,0.4804839,0.042900182,0.47622946,0.00038648874
"Islamic State leader's family detained by Lebanon, officials say",205,unrelated,unrelated,unrelated,2.3971777e-05,8.686139e-07,8.736326e-05,0.9998878
The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?,1261,unrelated,unrelated,unrelated,3.6530519e-06,1.8728022e-06,2.7309572e-06,0.9999918
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",499,unrelated,unrelated,unrelated,0.00010352883,3.1894582e-05,0.00021486623,0.99964976
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,1950,unrelated,unrelated,unrelated,9.2569206e-07,4.1628244e-08,1.95732e-06,0.999997
Rumor debunked: RoboCop-style robots are not patrolling Microsoft's campus,1837,disagree,disagree,discuss,0.08552258,0.0844809,0.82933867,0.0006578599
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,2125,unrelated,unrelated,unrelated,5.774579e-07,2.0404117e-07,1.71809e-06,0.9999975
Ottawa shooting: Sergeant-at-arms Kevin Vickers hailed a hero for shooting rampaging gunman,2113,discuss,discuss,discuss,0.45243356,0.012502391,0.5349101,0.0001539543
Homeless man receives $100... then shocks everyone with how he spends it,320,unrelated,unrelated,unrelated,0.0007281995,9.537167e-05,0.001635224,0.9975412
Insurgents killed in Nigeria despite alleged truce with Boko Haram,1821,discuss,discuss,agree,0.49382192,0.24029039,0.26220188,0.0036858066
ISIS Executioner 'Jihadi John' Is Named as Mohammed Emwazi,1346,discuss,discuss,discuss,0.03675915,0.005398512,0.9577879,5.4456435e-05
Lebanon 'holding IS leader's daughter and ex-wife',1787,unrelated,unrelated,unrelated,2.0395022e-05,5.264055e-06,8.426376e-05,0.9998901
ISIS leader dead?,1807,unrelated,unrelated,unrelated,0.003805848,0.0001050158,0.008969642,0.98711956
"Paradise is open to all, even dogs, Pope tells boy",1408,unrelated,unrelated,unrelated,5.211672e-06,5.4224715e-06,2.6470057e-05,0.9999629
CNN audio: Is this the moment Michael Brown was shot?,1950,unrelated,unrelated,unrelated,5.573172e-06,2.2783811e-07,1.36969675e-05,0.99998045
Rumors Of Fidel Castro's Death Circulate After Prolonged Absence From Public Life,2377,unrelated,unrelated,unrelated,5.0926188e-05,3.3686872e-05,3.7018017e-05,0.9998784
Star Wars 7: JJ Abrams want to move release to summer 2015,2434,unrelated,unrelated,unrelated,1.2643587e-06,4.387981e-07,5.441895e-06,0.99999285
"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",524,unrelated,unrelated,unrelated,1.7344346e-05,4.058823e-06,2.0539877e-05,0.99995804
‘Jihadi John’: The Islamic State killer behind the mask is a young Londoner,2302,unrelated,unrelated,discuss,0.062302962,0.049619023,0.57134014,0.31673786
"UPDATE: Soldier, gunman who died in Ottawa rampage identified",1554,agree,agree,discuss,0.100838944,0.0016852014,0.8523026,0.04517325
Mystery woman behind the 'richest hands on the internet' revealed: Former pornstar 'makes $5m a year unwrapping Disney toys on YouTube',229,discuss,discuss,discuss,0.29271844,8.322191e-05,0.7056718,0.0015265255
Islamic State militants allegedly used chlorine gas against Iraqi security forces,2224,discuss,discuss,discuss,0.3708687,0.039594166,0.5878846,0.0016525071
Dog Found Abandoned With Suitcase Filled With His Belongings,2268,unrelated,unrelated,unrelated,1.067298e-06,1.1810858e-06,7.1385066e-06,0.9999906
"Lady on FB: I'm 41, Intersex, and Fucked Michael Phelps on First Date",1400,unrelated,unrelated,unrelated,3.909406e-06,1.25902e-06,4.9021332e-06,0.99999
Canadian Soldier Shot At Ottawa War Memorial: Report,1948,unrelated,unrelated,unrelated,5.258594e-06,4.4981215e-07,4.8243583e-05,0.999946
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,1934,discuss,discuss,discuss,0.24909559,0.009921809,0.7409692,1.336178e-05
Google Said to Buy Redwood City Offices for $585 Million,1724,unrelated,unrelated,unrelated,2.7348704e-05,6.593543e-05,9.330863e-05,0.9998134
ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike,1222,unrelated,unrelated,unrelated,2.2523757e-07,1.0388472e-08,4.7968217e-07,0.9999993
BiH: Seven Primary School Students Pregnant After Five-Day Excursion,2022,unrelated,unrelated,unrelated,1.3423893e-06,3.464632e-08,1.0046114e-06,0.9999976
"Apple Watch pricing: Will you spend $5000 for Gold edition, $500 for stainless steel?",1863,unrelated,unrelated,unrelated,9.608387e-06,1.8403618e-05,3.0671906e-06,0.9999689
"Rumor: Apple Watch to feature 512MB of RAM, 4GB of storage",1828,unrelated,unrelated,unrelated,2.0443565e-06,1.5030156e-06,2.092737e-06,0.9999944
Big Bank Hank of The Sugarhill Gang is dead at 57,2421,unrelated,unrelated,unrelated,6.2864033e-06,3.738207e-06,5.2985515e-06,0.9999846
Jordan Vs ISIS: Reports Say King Abdullah II Could Personally Lead Airstrikes After Pilot’s Death,1840,unrelated,unrelated,unrelated,1.1511344e-06,5.359156e-07,3.989717e-06,0.9999943
"Macaulay Culkin NOT Dead: Facebook, Twitter Death Hoax Goes Viral",2080,unrelated,unrelated,unrelated,1.4861057e-06,7.1050397e-07,7.2614685e-06,0.9999906
CBI registers 'criminal conspiracy' case against Dera chief after claims 400 male followers were forcibly castrated,1909,discuss,discuss,discuss,0.43802035,0.015539187,0.539947,0.0064934487
Shots Heard In Alleged Brown Shooting Recording [AUDIO],1934,discuss,discuss,discuss,0.19259675,0.0055005355,0.8018971,5.586727e-06
